symbol,market,timeframe,action,strength,confidence,entryTime,exitTime,holdBars,entry,exit,stopLoss,takeProfit,exitReason,rrPlanned,stopDistPct,plannedRisk,realizedRisk,riskKeepRatio,rGrossPlanned,rGrossRealized,rGross,costR,costRBase,rNet,tradeable
XOM,US_STOCK,1D,BUY,moderate,64,1970-06-17T13:30:00.000Z,1970-06-24T13:30:00.000Z,5,1.7421879768371582,1.746093988418579,1.6844,1.8577,time_exit,1.998269896193768,0.033176672533886176,0.057800000000000074,0.057787976837158306,0.9997919868020455,0.06757805504188397,0.06759211509390116,0.06757805504188397,0.015070830249456367,0.015070830249456367,0.0525072247924276,1
KO,US_STOCK,1D,SELL,moderate,58,1970-06-29T13:30:00.000Z,1970-07-07T13:30:00.000Z,5,0.7421879768371582,0.7291669845581055,0.76995,0.686664,time_exit,1.999999999999992,0.03740561807307647,0.027762000000000064,0.02776202316284182,1.0000008343362061,0.469022126613814,0.46902173529199875,0.469022126613814,0.013366976025451272,0.013366976025451272,0.4556551505883627,1
XOM,US_STOCK,1D,SELL,moderate,64,1970-06-29T13:30:00.000Z,1970-07-07T13:30:00.000Z,5,1.71875,1.667968988418579,1.7673,1.6217,time_exit,2.0020618556701075,0.028218181818181812,0.04849999999999999,0.04855000000000009,1.0010309278350538,1.0470311666272354,1.0459528647048568,1.0470311666272354,0.017719072164948457,0.017719072164948457,1.0293120944622869,1
BA,US_STOCK,1D,BUY,moderate,64,1970-07-02T13:30:00.000Z,1970-07-08T13:30:00.000Z,3,0.4156379997730255,0.480894,0.38301,0.480894,take_profit,2,0.07850100331975833,0.03262799999999999,0.032627999773025496,0.999999993043567,2.0000000069564328,2.000000020869299,2.0000000069564328,0.0063693453440760335,0.0063693453440760335,1.9936306616123567,1
KO,US_STOCK,1D,BUY,strong,70,1970-07-09T13:30:00.000Z,1970-07-09T13:30:00.000Z,0,0.7552080154418945,0.756598,0.730375,0.756598,take_profit,0.055973905690009366,0.03288233108260837,0.024832999999999994,0.024833015441894535,1.0000006218296034,0.05597328386040599,0.05597324905458272,0.05597328386040599,0.015205734616073264,0.015205734616073264,0.04076754924433272,1
BA,US_STOCK,1D,BUY,moderate,64,1970-07-09T13:30:00.000Z,1970-07-13T13:30:00.000Z,2,0.4938269853591919,0.453263,0.453263,0.574956,stop_loss,2.0000246524011445,0.08214212913151192,0.04056399999999999,0.04056398535919187,0.9999996390689251,-0.9999996390689251,-1,-0.9999996390689251,0.006087010469371758,0.006087010469371758,-1.0060866495382967,1
BA,US_STOCK,1D,BUY,moderate,58,1970-07-20T13:30:00.000Z,1970-07-20T13:30:00.000Z,0,0.48148098587989807,0.475013,0.475013,0.559082,stop_loss,11.997680890538078,0.01343355228904796,0.006467999999999974,0.006467985879898053,0.9999978169292021,-0.9999978169292021,-1,-0.9999978169292021,0.03722023700370285,0.03722023700370285,-1.037218053932905,1
DIS,US_STOCK,1D,BUY,strong,70,1970-07-16T13:30:00.000Z,1970-07-23T13:30:00.000Z,5,0.6306920051574707,0.6152780055999756,0.591331,0.709414,time_exit,2,0.062409226180332435,0.03936099999999998,0.03936100515747065,1.0000001310299707,-0.39160589307932026,-0.39160584176721835,-0.39160589307932026,0.008011635948749663,0.008011635948749663,-0.3996175290280699,1
DIS,US_STOCK,1D,BUY,moderate,58,1970-07-24T13:30:00.000Z,1970-07-27T13:30:00.000Z,1,0.6101400256156921,0.57805,0.57805,0.689735,stop_loss,2.000026861502093,0.06101550207664753,0.03722800000000004,0.032090025615692186,0.8619862903108454,-0.8619862903108454,-1,-0.8619862903108454,0.008194638788219775,0.008194638788219775,-0.8701809290990652,1
XOM,US_STOCK,1D,SELL,strong,70,1970-07-20T13:30:00.000Z,1970-07-27T13:30:00.000Z,5,1.859375,1.875,1.9104,1.7573,time_exit,2.0019607843137166,0.027428571428571514,0.051000000000000156,0.0510250000000001,1.0004901960784303,-0.3063725490196069,-0.30622243998040116,-0.3063725490196069,0.018229166666666612,0.018229166666666612,-0.32460171568627355,1
KO,US_STOCK,1D,SELL,moderate,64,1970-07-27T13:30:00.000Z,1970-07-31T13:30:00.000Z,4,0.7421879768371582,0.764462,0.764462,0.693732,stop_loss,1.9999575857827578,0.03176688485371804,0.02357699999999996,0.022274023162841772,0.9447352573627608,-0.9447352573627608,-1,-0.9447352573627608,0.015739661043329505,0.015739661043329505,-0.9604749184060902,1
BA,US_STOCK,1D,SELL,moderate,64,1970-08-06T13:30:00.000Z,1970-08-13T13:30:00.000Z,5,0.42798399925231934,0.4156379997730255,0.459436,0.377425,time_exit,2,0.06387388324740473,0.027337,0.031452000747680675,1.1505286149789908,0.4516223242965147,0.39253463009675904,0.4516223242965147,0.007827925508510797,0.007827925508510797,0.4437943987880039,1
